onset	duration	label
1.255	3.535	eyes_closed	
7.325	3.72	eyes_closed	
13.525	2.715	eyes_closed	
18.445	4.4	eyes_closed	
24.52	4.725	eyes_closed	
30.995	3.315	eyes_closed	
35.29	4.265	eyes_closed	
40.47	4.165	eyes_closed	
47.81	4.865	eyes_closed	
56.635	3.29	eyes_closed	
62.835	4.84	eyes_closed	
68.67	4.88	eyes_closed	
75.13	5.195	eyes_closed	
81.475	5.485	eyes_closed	
87.705	5.01	eyes_closed	
93.825	5.705	eyes_closed	
102.43	6.185	eyes_closed	
113.305	5.77	eyes_closed	
120.34	5.17	eyes_closed	
126.28	4.96	eyes_closed	
132.025	4.91	eyes_closed	
139.205	6.895	eyes_closed	
146.88	7.115	eyes_closed	
