onset	duration	label
4.035	2.82	eyes_closed	
18.2	3.89	eyes_closed	
31.595	4.935	eyes_closed	
49.715	5.34	eyes_closed	
61.54	3.985	eyes_closed	
67.26	2.755	eyes_closed	
70.6	4.205	eyes_closed	
75.145	3.135	eyes_closed	
78.645	3.795	eyes_closed	
82.665	2.675	eyes_closed	
86.58	3.315	eyes_closed	
90.405	4.935	eyes_closed	
96.71	4.23	eyes_closed	
107.48	3.815	eyes_closed	
113.88	4.5	eyes_closed	
120.12	3.08	eyes_closed	
123.55	3.645	eyes_closed	
130.745	4.14	eyes_closed	
136.805	4.45	eyes_closed	
151.215	3.955	eyes_closed	
158.995	4.15	eyes_closed	
166.67	3.435	eyes_closed	
170.485	4.41	eyes_closed	
176.735	3.02	eyes_closed	
