onset	duration	label
25.495	2.965	eyes_closed	
46.475	3.03	eyes_closed	
52.99	3.88	eyes_closed	
57.245	4.36	eyes_closed	
82.975	4.39	eyes_closed	
92.875	3.13	eyes_closed	
97.13	4.035	eyes_closed	
101.41	3.28	eyes_closed	
106.005	2.86	eyes_closed	
112.09	3.5	eyes_closed	
120.235	3.655	eyes_closed	
124.895	5.745	eyes_closed	
131.7	4.84	eyes_closed	
151.53	4.255	eyes_closed	
186.175	2.965	eyes_closed	
210.745	2.74	eyes_closed	
214.385	4.27	eyes_closed	
243.475	3.43	eyes_closed	
473.185	3.785	eyes_closed	
