onset	duration	label
0.225	4.085	eyes_closed	
8.775	4.4	eyes_closed	
15.315	3.235	eyes_closed	
21.605	3.42	eyes_closed	
35	4.125	eyes_closed	
68.03	3.775	eyes_closed	
76.635	3.325	eyes_closed	
81.71	2.94	eyes_closed	
98.735	3.105	eyes_closed	
106.775	4.165	eyes_closed	
113.315	3.475	eyes_closed	
123.005	3.94	eyes_closed	
133.305	3.3	eyes_closed	
137.04	3.85	eyes_closed	
141.765	4.02	eyes_closed	
146.97	6.175	eyes_closed	
153.59	4.7	eyes_closed	
169.165	4.335	eyes_closed	
176.06	3.81	eyes_closed	
185.42	4.475	eyes_closed	
212.325	4.32	eyes_closed	
219.545	4.37	eyes_closed	
226.79	3.25	eyes_closed	
230.6	4.57	eyes_closed	
262.065	2.99	eyes_closed	
267.835	5.105	eyes_closed	
275.47	4.69	eyes_closed	
