onset	duration	label
35.1	3.54	eyes_closed	
57.295	3.37	eyes_closed	
67.95	3.76	eyes_closed	
93.54	3.435	eyes_closed	
114.825	3.665	eyes_closed	
135.38	3.42	eyes_closed	
142.145	3.875	eyes_closed	
152.005	3.055	eyes_closed	
170.075	4.175	eyes_closed	
180.415	3.19	eyes_closed	
186.715	4.46	eyes_closed	
203.235	3.355	eyes_closed	
217.975	3.485	eyes_closed	
225.21	3.745	eyes_closed	
231.91	3.33	eyes_closed	
262.195	2.89	eyes_closed	
276.065	3.965	eyes_closed	
288.67	3.72	eyes_closed	
292.99	3.25	eyes_closed	
302.015	4.555	eyes_closed	
334.92	4.72	eyes_closed	
340.095	3.89	eyes_closed	
350.805	3.99	eyes_closed	
367.795	3.355	eyes_closed	
