onset	duration	label
11.415	3.01	eyes_closed	
17.06	2.63	eyes_closed	
22.09	3.215	eyes_closed	
33.91	3.87	eyes_closed	
39.27	3.905	eyes_closed	
45.315	3.395	eyes_closed	
51.84	3.93	eyes_closed	
56.385	3.5	eyes_closed	
67.81	4.92	eyes_closed	
79.05	4.295	eyes_closed	
98.33	5.05	eyes_closed	
105.76	2.855	eyes_closed	
111.54	2.665	eyes_closed	
123.615	4.27	eyes_closed	
128.775	3.405	eyes_closed	
135.225	3.26	eyes_closed	
139.32	4.075	eyes_closed	
146.305	3.565	eyes_closed	
152.48	3.265	eyes_closed	
163.055	2.795	eyes_closed	
