onset	duration	label
9.21	3.72	eyes_closed	
16.095	4.525	eyes_closed	
26.58	3.315	eyes_closed	
40.72	4.075	eyes_closed	
51.065	3.955	eyes_closed	
61.72	4.005	eyes_closed	
67.925	3.8	eyes_closed	
72.295	3.695	eyes_closed	
80.425	4.01	eyes_closed	
90.585	3.425	eyes_closed	
94.775	3.84	eyes_closed	
99.72	4.11	eyes_closed	
105.835	3.705	eyes_closed	
141.78	4.45	eyes_closed	
158.145	3.775	eyes_closed	
167.38	5.18	eyes_closed	
181.485	3.395	eyes_closed	
185.23	3.815	eyes_closed	
192.14	4.19	eyes_closed	
234.29	4.32	eyes_closed	
243.425	4.25	eyes_closed	
255.835	4.745	eyes_closed	
308.34	3.97	eyes_closed	
