onset	duration	label
4.65	3.3	eyes_closed	
16.255	2.87	eyes_closed	
32.91	3.345	eyes_closed	
51.24	3.315	eyes_closed	
78.58	3.42	eyes_closed	
82.075	3.24	eyes_closed	
107.415	2.845	eyes_closed	
113.345	3.47	eyes_closed	
151.595	3.73	eyes_closed	
158.12	3.475	eyes_closed	
182.6	3.17	eyes_closed	
188.63	3.305	eyes_closed	
203.25	3.045	eyes_closed	
214.87	3.37	eyes_closed	
219.335	3.485	eyes_closed	
233.71	4.03	eyes_closed	
241.125	4.035	eyes_closed	
245.6	3.525	eyes_closed	
275.445	3.63	eyes_closed	
279.975	4.175	eyes_closed	
