onset	duration	label
9.74	3.355	eyes_closed	
20.09	3.305	eyes_closed	
31.475	3.24	eyes_closed	
36.87	3.955	eyes_closed	
54.085	4.505	eyes_closed	
60.93	3.08	eyes_closed	
67.94	3.51	eyes_closed	
72.105	5.56	eyes_closed	
98.735	12.39	eyes_closed	
124.62	4.01	eyes_closed	
138.955	8.095	eyes_closed	
151.345	4.245	eyes_closed	
156.435	4.39	eyes_closed	
168.305	4.595	eyes_closed	
173.89	3.435	eyes_closed	
178.11	3.04	eyes_closed	
189.15	4.9	eyes_closed	
198.85	4.01	eyes_closed	
205.745	3.405	eyes_closed	
211.555	2.935	eyes_closed	
