onset	duration	label
46.75	3.89	eyes_closed	
56.7	3.3	eyes_closed	
62.415	3.5	eyes_closed	
70.405	3.695	eyes_closed	
77.835	4.1	eyes_closed	
82.795	3.485	eyes_closed	
99.18	4.425	eyes_closed	
120.72	3.105	eyes_closed	
127.69	3.565	eyes_closed	
131.58	4.87	eyes_closed	
146.635	3.235	eyes_closed	
151.58	5.155	eyes_closed	
157.01	3.215	eyes_closed	
175.21	3.445	eyes_closed	
213.54	4.75	eyes_closed	
220.865	3.59	eyes_closed	
234.15	4.205	eyes_closed	
247.14	4.86	eyes_closed	
258.5	4.58	eyes_closed	
294.755	3.655	eyes_closed	
365.26	3.93	eyes_closed	
