onset	duration	label
18.695	4.035	eyes_closed	
34.415	4.125	eyes_closed	
52.285	4.15	eyes_closed	
60.995	3.965	eyes_closed	
66.49	4.44	eyes_closed	
71.595	3.315	eyes_closed	
78.07	4.725	eyes_closed	
86.07	3.63	eyes_closed	
90.785	3.915	eyes_closed	
94.855	3.995	eyes_closed	
123.85	4.415	eyes_closed	
129.53	3.985	eyes_closed	
138.33	3.315	eyes_closed	
159.805	3.59	eyes_closed	
172.04	3.665	eyes_closed	
181.905	4.665	eyes_closed	
191.215	3.42	eyes_closed	
217.885	3.71	eyes_closed	
233.29	3.015	eyes_closed	
