onset	duration	label
97.22	4.425	eyes_closed	
105.95	3.085	eyes_closed	
111.05	3.55	eyes_closed	
126.075	3.41	eyes_closed	
151.225	3.825	eyes_closed	
162.4	2.56	eyes_closed	
189.99	3.62	eyes_closed	
201.4	2.71	eyes_closed	
206.815	3.135	eyes_closed	
222.41	3.425	eyes_closed	
227.345	3.56	eyes_closed	
281.695	3.23	eyes_closed	
285.105	2.86	eyes_closed	
289.19	3.76	eyes_closed	
293.3	3.41	eyes_closed	
297.125	2.875	eyes_closed	
302.85	3.67	eyes_closed	
311.735	2.98	eyes_closed	
317.12	4.035	eyes_closed	
377.265	2.705	eyes_closed	
438.305	3.135	eyes_closed	
466.07	2.845	eyes_closed	
