onset	duration	label
10.5	2.705	eyes_closed	
16.77	3.385	eyes_closed	
24.695	3.445	eyes_closed	
53.355	3.47	eyes_closed	
66.855	4.36	eyes_closed	
79.28	3.645	eyes_closed	
93.58	4.42	eyes_closed	
98.13	3.84	eyes_closed	
102.125	4.58	eyes_closed	
218.99	4.14	eyes_closed	
257.72	4.255	eyes_closed	
266.265	3.035	eyes_closed	
270.39	3.565	eyes_closed	
273.995	3.915	eyes_closed	
278.08	3.605	eyes_closed	
288.945	3.72	eyes_closed	
292.99	3.42	eyes_closed	
300.51	4.33	eyes_closed	
315.545	4.645	eyes_closed	
330.155	4.66	eyes_closed	
339.575	3.685	eyes_closed	
351.365	3.965	eyes_closed	
356.2	3.67	eyes_closed	
