onset	duration	label
233.78	3.175	eyes_closed	
265.16	2.875	eyes_closed	
347.5	2.95	eyes_closed	
353.13	2.825	eyes_closed	
361.835	3.32	eyes_closed	
375.065	2.85	eyes_closed	
383.625	3.19	eyes_closed	
429.145	3.28	eyes_closed	
439.215	3.19	eyes_closed	
446.37	3.49	eyes_closed	
503.03	2.845	eyes_closed	
531.415	3.12	eyes_closed	
555.91	2.97	eyes_closed	
582.23	2.68	eyes_closed	
606.115	2.93	eyes_closed	
630.91	3.135	eyes_closed	
652.545	3.2	eyes_closed	
671.035	3.5	eyes_closed	
687.315	2.995	eyes_closed	
