onset	duration	label
35.415	4.42	eyes_closed	
49.085	4.385	eyes_closed	
68.455	3.605	eyes_closed	
77.9	4.62	eyes_closed	
90.445	5.1	eyes_closed	
99.55	4.24	eyes_closed	
107.15	4.37	eyes_closed	
122.15	3.38	eyes_closed	
145.16	3.84	eyes_closed	
160.785	3.815	eyes_closed	
185.335	4.345	eyes_closed	
189.875	3.72	eyes_closed	
220.255	4.175	eyes_closed	
236.305	3.63	eyes_closed	
244.125	4.15	eyes_closed	
253.18	2.89	eyes_closed	
256.655	3.47	eyes_closed	
273.89	4.27	eyes_closed	
289.93	3.97	eyes_closed	
306.96	3.305	eyes_closed	
321.61	3.03	eyes_closed	
