onset	duration	label
5.065	3.515	eyes_closed	
11.06	2.845	eyes_closed	
21.285	3.12	eyes_closed	
40.5	3.265	eyes_closed	
58.985	2.595	eyes_closed	
70.15	3.305	eyes_closed	
83.51	3.37	eyes_closed	
92.675	3.995	eyes_closed	
100.32	3.25	eyes_closed	
134.24	2.625	eyes_closed	
143.635	5.4	eyes_closed	
160.825	3.33	eyes_closed	
173.975	3.965	eyes_closed	
194.655	2.875	eyes_closed	
212.105	3.86	eyes_closed	
222.115	2.76	eyes_closed	
234.01	3.525	eyes_closed	
273.575	2.705	eyes_closed	
321.46	3.06	eyes_closed	
417.74	2.66	eyes_closed	
