onset	duration	label
0.965	3.185	eyes_closed	
9.765	4.49	eyes_closed	
15.13	3.76	eyes_closed	
19.465	4.1	eyes_closed	
26.005	3.84	eyes_closed	
30.25	3.535	eyes_closed	
36.635	4.085	eyes_closed	
41.265	6.87	eyes_closed	
48.395	5.195	eyes_closed	
55.825	4.03	eyes_closed	
60.965	4.23	eyes_closed	
66.83	3.825	eyes_closed	
79.02	4.425	eyes_closed	
106.775	5.145	eyes_closed	
114.855	4.455	eyes_closed	
129.675	4.58	eyes_closed	
144.49	4.035	eyes_closed	
151.83	3.3	eyes_closed	
213.37	3.63	eyes_closed	
260.63	3.835	eyes_closed	
324.01	3.93	eyes_closed	
392.115	3.33	eyes_closed	
470.34	3.38	eyes_closed	
475.825	3.695	eyes_closed	
