onset	duration	label
50.405	3.37	eyes_closed	
62.77	3.8	eyes_closed	
72.575	3.21	eyes_closed	
82.235	3.43	eyes_closed	
92.665	3.825	eyes_closed	
96.87	3.785	eyes_closed	
109.35	3.68	eyes_closed	
115.055	3.225	eyes_closed	
129.805	3.525	eyes_closed	
135.365	3.12	eyes_closed	
138.93	4.515	eyes_closed	
150.615	4.41	eyes_closed	
165.38	3.355	eyes_closed	
176.23	3.525	eyes_closed	
180.08	3.275	eyes_closed	
184.415	4.045	eyes_closed	
188.645	3.185	eyes_closed	
212.14	3.58	eyes_closed	
229.31	4.005	eyes_closed	
233.945	3.63	eyes_closed	
