onset	duration	label
8.845	4.36	eyes_closed	
17.55	3.995	eyes_closed	
23.68	3.825	eyes_closed	
31.885	3.865	eyes_closed	
37.025	4.37	eyes_closed	
45.56	3.745	eyes_closed	
52.025	2.93	eyes_closed	
60.26	2.785	eyes_closed	
67.845	3.785	eyes_closed	
83.015	3.98	eyes_closed	
91.38	3.315	eyes_closed	
96.31	4.4	eyes_closed	
105.13	4.36	eyes_closed	
117.14	2.73	eyes_closed	
124.49	3.9	eyes_closed	
129.745	3.72	eyes_closed	
142.015	3.575	eyes_closed	
154.75	3.355	eyes_closed	
159.045	3.6	eyes_closed	
167.77	3.32	eyes_closed	
171.195	3.72	eyes_closed	
185.35	3.43	eyes_closed	
192.035	4.49	eyes_closed	
