onset	duration	label
19.66	2.885	eyes_closed	
32.205	3.28	eyes_closed	
38.68	3.36	eyes_closed	
45.42	3.68	eyes_closed	
68.33	3.745	eyes_closed	
79.95	3.98	eyes_closed	
98.645	4.305	eyes_closed	
122.73	3.84	eyes_closed	
142.625	3.67	eyes_closed	
175.46	3.625	eyes_closed	
190.145	3.08	eyes_closed	
203.41	3.46	eyes_closed	
216.37	3.085	eyes_closed	
280.105	3.865	eyes_closed	
312.365	4.675	eyes_closed	
324.715	3.77	eyes_closed	
392.535	2.845	eyes_closed	
432.64	4.685	eyes_closed	
438.38	3.79	eyes_closed	
446.71	3.145	eyes_closed	
