onset	duration	label
24.675	2.57	eyes_closed	
33.145	2.705	eyes_closed	
49.74	2.86	eyes_closed	
72.05	2.91	eyes_closed	
81.335	3.405	eyes_closed	
102.575	3.59	eyes_closed	
156.2	2.965	eyes_closed	
172.74	3.75	eyes_closed	
178.07	3.33	eyes_closed	
195.9	3.055	eyes_closed	
203.135	3.065	eyes_closed	
218.54	3.13	eyes_closed	
229.82	3.39	eyes_closed	
279.87	3.2	eyes_closed	
304.32	3.825	eyes_closed	
319.1	3.41	eyes_closed	
340.665	3.565	eyes_closed	
345.25	2.69	eyes_closed	
348.225	3.605	eyes_closed	
366.895	3.565	eyes_closed	
381.07	3.37	eyes_closed	
415.16	2.895	eyes_closed	
424.1	3.355	eyes_closed	
