onset	duration	label
3.85	3.63	eyes_closed	
8.455	4.125	eyes_closed	
12.765	3.5	eyes_closed	
17.175	4.46	eyes_closed	
33.28	5.14	eyes_closed	
45.975	4.635	eyes_closed	
52.13	4.955	eyes_closed	
57.295	4.67	eyes_closed	
69.08	4.815	eyes_closed	
80.27	4.435	eyes_closed	
84.9	4.27	eyes_closed	
90.875	4.2	eyes_closed	
95.255	4.515	eyes_closed	
105.155	4.165	eyes_closed	
109.735	4.215	eyes_closed	
114.535	4.255	eyes_closed	
126.69	4.225	eyes_closed	
131.11	3.695	eyes_closed	
135.22	3.93	eyes_closed	
140.815	4.075	eyes_closed	
147.165	5.335	eyes_closed	
155.765	3.9	eyes_closed	
160.24	3.955	eyes_closed	
