onset	duration	label
3.915	3.005	eyes_closed	
17.445	4.375	eyes_closed	
22.26	3.485	eyes_closed	
26.36	3.42	eyes_closed	
36.1	4.23	eyes_closed	
54.63	3.08	eyes_closed	
57.985	2.665	eyes_closed	
80.75	4.4	eyes_closed	
90.665	3.46	eyes_closed	
98.185	4.385	eyes_closed	
108.15	4.07	eyes_closed	
121.86	3.655	eyes_closed	
142.6	3.99	eyes_closed	
146.825	3.07	eyes_closed	
150.91	3.49	eyes_closed	
154.54	3.24	eyes_closed	
158.405	3.565	eyes_closed	
162.205	3.47	eyes_closed	
171.4	3.515	eyes_closed	
189.9	3.215	eyes_closed	
