onset	duration	label
36.905	3.305	eyes_closed	
42.925	3.42	eyes_closed	
54.115	3.325	eyes_closed	
57.51	3.89	eyes_closed	
70.29	3.73	eyes_closed	
78.095	3.575	eyes_closed	
83.015	4.455	eyes_closed	
112.94	3.365	eyes_closed	
127.105	3.64	eyes_closed	
138.71	3.72	eyes_closed	
151.645	4.765	eyes_closed	
170.875	4.1	eyes_closed	
181.045	3.2	eyes_closed	
230.04	3.105	eyes_closed	
250	3.515	eyes_closed	
260.63	4.425	eyes_closed	
291.685	3.825	eyes_closed	
395.77	4.49	eyes_closed	
454.1	4.975	eyes_closed	
