onset	duration	label
4.585	2.975	eyes_closed	
8.825	3.33	eyes_closed	
26.62	3.305	eyes_closed	
33.68	4.665	eyes_closed	
38.93	5.13	eyes_closed	
54.69	4.24	eyes_closed	
63.75	3.875	eyes_closed	
68.93	3.605	eyes_closed	
72.6	2.595	eyes_closed	
76.54	3.045	eyes_closed	
85.365	4.585	eyes_closed	
90.025	3.41	eyes_closed	
94.44	4.385	eyes_closed	
99.74	3.395	eyes_closed	
113.445	4.035	eyes_closed	
120.055	3.38	eyes_closed	
123.655	2.835	eyes_closed	
127.835	4.44	eyes_closed	
469.18	2.765	eyes_closed	
