onset	duration	label
51.555	2.74	eyes_closed	
80.185	3.055	eyes_closed	
120.68	2.57	eyes_closed	
140.575	3.055	eyes_closed	
182.585	3.03	eyes_closed	
202.01	3.03	eyes_closed	
212.74	3.055	eyes_closed	
245.525	2.65	eyes_closed	
248.25	3.055	eyes_closed	
258.37	4.205	eyes_closed	
284.49	2.77	eyes_closed	
296.06	3.77	eyes_closed	
311.87	3.09	eyes_closed	
319.205	3.905	eyes_closed	
330.235	3.475	eyes_closed	
357.48	3.865	eyes_closed	
364.675	3.785	eyes_closed	
397.34	3.6	eyes_closed	
414.125	4.165	eyes_closed	
418.915	2.98	eyes_closed	
460.705	2.925	eyes_closed	
