onset	duration	label
53.69	3.28	eyes_closed	
80.945	3.175	eyes_closed	
91.86	2.9	eyes_closed	
132.165	2.64	eyes_closed	
161.985	4.305	eyes_closed	
217.325	3.045	eyes_closed	
220.785	3.03	eyes_closed	
232.86	3.445	eyes_closed	
237.475	5.765	eyes_closed	
317.11	3.695	eyes_closed	
341.865	2.77	eyes_closed	
352.885	4.72	eyes_closed	
362.67	3.63	eyes_closed	
417.085	3.825	eyes_closed	
422.915	3.745	eyes_closed	
436.885	3.24	eyes_closed	
506.8	2.89	eyes_closed	
510.99	4.37	eyes_closed	
563.875	2.82	eyes_closed	
