onset	duration	label
20.66	3.385	eyes_closed	
26.07	2.645	eyes_closed	
175.385	3.055	eyes_closed	
198.32	2.78	eyes_closed	
216.09	3.03	eyes_closed	
245.515	2.97	eyes_closed	
249.34	3.15	eyes_closed	
273.28	3.955	eyes_closed	
289.27	3.795	eyes_closed	
295.225	3.645	eyes_closed	
304.595	3.42	eyes_closed	
309.07	3.29	eyes_closed	
346.77	3.345	eyes_closed	
355.07	3.305	eyes_closed	
369.03	3.46	eyes_closed	
379.67	3.555	eyes_closed	
399.185	3.68	eyes_closed	
406.225	3.825	eyes_closed	
416.76	3.23	eyes_closed	
423.03	3.15	eyes_closed	
454.085	3.045	eyes_closed	
475.03	3.41	eyes_closed	
