onset	duration	label
7.51	3.64	eyes_closed	
19.88	3.59	eyes_closed	
25.395	3.955	eyes_closed	
33.75	3.405	eyes_closed	
40.955	3.175	eyes_closed	
45.535	3.525	eyes_closed	
57.88	2.745	eyes_closed	
70.03	3.76	eyes_closed	
83.13	4.53	eyes_closed	
96.18	4.475	eyes_closed	
114.275	3.93	eyes_closed	
125.115	4.46	eyes_closed	
142.575	3.69	eyes_closed	
150.365	4.24	eyes_closed	
168.63	5.215	eyes_closed	
183.515	4.565	eyes_closed	
205.84	3.86	eyes_closed	
212.55	4.165	eyes_closed	
218.81	4.2	eyes_closed	
230.855	3.71	eyes_closed	
285.235	4.1	eyes_closed	
305.125	3.84	eyes_closed	
323.95	4.375	eyes_closed	
