onset	duration	label
1.85	4.07	eyes_closed	
6.335	4.075	eyes_closed	
10.55	4.335	eyes_closed	
15.155	4.06	eyes_closed	
19.425	5.02	eyes_closed	
31.03	4.785	eyes_closed	
35.945	3.905	eyes_closed	
40.29	4.345	eyes_closed	
46.25	6.31	eyes_closed	
52.65	3.93	eyes_closed	
60.51	5.515	eyes_closed	
76.04	5.09	eyes_closed	
91.615	4.11	eyes_closed	
155.23	4.11	eyes_closed	
160.095	4.085	eyes_closed	
170.53	5.465	eyes_closed	
278.13	4.06	eyes_closed	
292.65	3.98	eyes_closed	
310.775	3.275	eyes_closed	
415.98	3.75	eyes_closed	
426.065	3.925	eyes_closed	
430.33	3.485	eyes_closed	
453.385	4.045	eyes_closed	
458.145	5.41	eyes_closed	
