onset	duration	label
4.87	3.04	eyes_closed	
26.985	2.965	eyes_closed	
33.565	2.78	eyes_closed	
48.145	4.205	eyes_closed	
68.41	3.3	eyes_closed	
75.29	3.405	eyes_closed	
81.54	3.775	eyes_closed	
101.96	2.965	eyes_closed	
111.595	3.47	eyes_closed	
116.45	3.33	eyes_closed	
124.53	4.245	eyes_closed	
130.12	3.47	eyes_closed	
133.68	3.045	eyes_closed	
147.075	3.88	eyes_closed	
167.885	3.54	eyes_closed	
183.68	3.28	eyes_closed	
188.93	3.955	eyes_closed	
199.385	3.695	eyes_closed	
210.405	3.275	eyes_closed	
214.19	3.28	eyes_closed	
228.85	3.54	eyes_closed	
260.85	2.935	eyes_closed	
264.48	3.015	eyes_closed	
285.875	3.135	eyes_closed	
