onset	duration	label
22.05	3.365	eyes_closed	
49.88	3.26	eyes_closed	
78.615	2.795	eyes_closed	
82.23	2.675	eyes_closed	
87.275	3.835	eyes_closed	
101.875	2.82	eyes_closed	
167.565	3.255	eyes_closed	
176.93	3.66	eyes_closed	
189.555	2.845	eyes_closed	
194.35	2.585	eyes_closed	
201.295	2.805	eyes_closed	
206.195	2.88	eyes_closed	
210.325	2.86	eyes_closed	
229.84	3.96	eyes_closed	
234.98	6.635	eyes_closed	
256.77	3.27	eyes_closed	
263.845	4.24	eyes_closed	
269.265	3.365	eyes_closed	
281.75	2.97	eyes_closed	
284.72	8.35	eyes_closed	
