onset	duration	label
15.825	3.105	eyes_closed	
20.3	3.2	eyes_closed	
24.31	2.83	eyes_closed	
31.385	3.565	eyes_closed	
36.215	2.845	eyes_closed	
48.97	3.225	eyes_closed	
57.44	2.875	eyes_closed	
70.745	3.12	eyes_closed	
81.15	2.87	eyes_closed	
92.13	3.265	eyes_closed	
100.185	3.315	eyes_closed	
105.355	2.99	eyes_closed	
112.245	2.77	eyes_closed	
161.595	3.025	eyes_closed	
170.9	2.965	eyes_closed	
176.815	2.95	eyes_closed	
181.71	3.565	eyes_closed	
188.85	3.45	eyes_closed	
202.705	3.21	eyes_closed	
215.485	2.635	eyes_closed	
225.38	2.665	eyes_closed	
230.065	3.265	eyes_closed	
236.57	3.065	eyes_closed	
