onset	duration	label
2.895	4.495	eyes_closed	
11.935	4.405	eyes_closed	
20.605	4.79	eyes_closed	
28.1	6.09	eyes_closed	
44.785	5.1	eyes_closed	
61.61	6.04	eyes_closed	
69.695	4.335	eyes_closed	
81.87	5.5	eyes_closed	
89.885	5.275	eyes_closed	
101.055	6.405	eyes_closed	
109.765	5.515	eyes_closed	
125.88	6.26	eyes_closed	
165.375	3.75	eyes_closed	
175.66	4.235	eyes_closed	
180.695	5.565	eyes_closed	
189.94	5.395	eyes_closed	
200.17	6.56	eyes_closed	
212.59	6.055	eyes_closed	
222.74	5.43	eyes_closed	
242.53	4.355	eyes_closed	
