onset	duration	label
14.895	2.875	eyes_closed	
29.06	3.825	eyes_closed	
57.135	3.94	eyes_closed	
77.9	3.405	eyes_closed	
93.25	3.095	eyes_closed	
108.615	3.46	eyes_closed	
133.265	3.735	eyes_closed	
149.63	2.825	eyes_closed	
171.88	2.98	eyes_closed	
178.785	3.515	eyes_closed	
183.455	3.855	eyes_closed	
190.13	3.815	eyes_closed	
195.335	3.46	eyes_closed	
209.93	3.54	eyes_closed	
221.94	4.16	eyes_closed	
241.335	4.165	eyes_closed	
258.98	2.715	eyes_closed	
277.06	4.97	eyes_closed	
291.71	3.24	eyes_closed	
301.1	3.62	eyes_closed	
314.045	3.92	eyes_closed	
341.85	3.03	eyes_closed	
358.905	3.16	eyes_closed	
379.86	3.49	eyes_closed	
389.49	3.28	eyes_closed	
404.15	3.59	eyes_closed	
417.575	3.36	eyes_closed	
427.53	5.305	eyes_closed	
435.61	3.68	eyes_closed	
