onset	duration	label
30.93	3.525	eyes_closed	
45.185	4.2	eyes_closed	
49.725	2.99	eyes_closed	
52.965	3.3	eyes_closed	
60.485	2.66	eyes_closed	
63.37	3.55	eyes_closed	
68.825	3.775	eyes_closed	
78.5	4.125	eyes_closed	
110.795	2.9	eyes_closed	
115.065	3.75	eyes_closed	
120.9	3.395	eyes_closed	
136.84	3.265	eyes_closed	
160.93	2.975	eyes_closed	
165.29	2.78	eyes_closed	
168.12	3.175	eyes_closed	
174.62	2.98	eyes_closed	
292.13	3.015	eyes_closed	
381.45	3.745	eyes_closed	
390.535	3.095	eyes_closed	
436.385	3.995	eyes_closed	
