onset	duration	label
4.455	2.975	eyes_closed	
15.485	3.185	eyes_closed	
20.405	3.54	eyes_closed	
36.555	3.63	eyes_closed	
47.875	3.21	eyes_closed	
54.14	3.89	eyes_closed	
60.795	3.225	eyes_closed	
64.715	3.72	eyes_closed	
69.075	2.845	eyes_closed	
105.26	5.03	eyes_closed	
112.155	3.475	eyes_closed	
116.36	3.015	eyes_closed	
122.275	4.085	eyes_closed	
127.795	4.085	eyes_closed	
135.495	3.63	eyes_closed	
140.445	3.875	eyes_closed	
145.225	3.875	eyes_closed	
150.25	2.885	eyes_closed	
156.435	4.155	eyes_closed	
161.57	3.065	eyes_closed	
189.87	2.975	eyes_closed	
199.87	3.145	eyes_closed	
205.185	3.665	eyes_closed	
