onset	duration	label
13.985	5.435	eyes_closed	
28.87	2.375	eyes_closed	
32.735	1.45	eyes_closed	
52.305	1.26	eyes_closed	
55.97	5.72	eyes_closed	
68.345	1.95	eyes_closed	
70.295	28.45	eyes_closed	
80.055	5.835	eyes_closed	
99.525	5.29	eyes_closed	
106.775	2.875	eyes_closed	
117.845	9.37	eyes_closed	
141.035	0.865	eyes_closed	
143.575	5.18	eyes_closed	
168.66	5.705	eyes_closed	
175.41	3.78	eyes_closed	
180.25	4.28	eyes_closed	
209.465	2.33	eyes_closed	
218.71	7.07	eyes_closed	
228.735	3.4	eyes_closed	
285.775	4.935	eyes_closed	
294.86	1.57	eyes_closed	
302.92	2.52	eyes_closed	
314.74	2.23	eyes_closed	
319.89	2.83	eyes_closed	
352.94	3.52	eyes_closed	
427.14	6.795	eyes_closed	
436.965	3.175	eyes_closed	
446.795	0.655	eyes_closed	
451.95	0.745	eyes_closed	
463.655	2.56	eyes_closed	
470.7	3.02	eyes_closed	
489.595	1.385	eyes_closed	
509.3	1.44	eyes_closed	
517.97	2.545	eyes_closed	
524.33	0.905	eyes_closed	
537.505	2.545	eyes_closed	
554.595	1.395	eyes_closed	
556.76	1.09	eyes_closed	
573.9	1.46	eyes_closed	
591.26	0.405	eyes_closed	
591.665	9.28	eyes_closed	
604.755	2.82	eyes_closed	
625.19	0.745	eyes_closed	
628.68	8.1	eyes_closed	
637.605	1.505	eyes_closed	
715.89	0.79	eyes_closed	
716.68	2.54	eyes_closed	
726.68	1.415	eyes_closed	
731.55	3.765	eyes_closed	
741.78	1.995	eyes_closed	
750.78	1.995	eyes_closed	
