onset	duration	label
333.2	2.785	eyes_closed	
337.87	2.915	eyes_closed	
341.8	4.425	eyes_closed	
347.64	2.68	eyes_closed	
351.115	3.54	eyes_closed	
356.11	2.835	eyes_closed	
365.97	3.36	eyes_closed	
381.075	3.125	eyes_closed	
395.96	3.215	eyes_closed	
401.005	3.32	eyes_closed	
423.59	2.655	eyes_closed	
430.915	3.2	eyes_closed	
451.315	3.41	eyes_closed	
458.51	2.69	eyes_closed	
487.405	2.85	eyes_closed	
501.78	2.795	eyes_closed	
504.745	3.2	eyes_closed	
511.525	2.845	eyes_closed	
516.1	3.385	eyes_closed	
520.68	2.94	eyes_closed	
665.31	3.42	eyes_closed	
