onset	duration	label
6.855	3.225	eyes_closed	
64.675	3.185	eyes_closed	
71.815	2.82	eyes_closed	
77.115	3.445	eyes_closed	
84.18	2.885	eyes_closed	
95.04	3.265	eyes_closed	
105.195	3.135	eyes_closed	
113.945	3.3	eyes_closed	
123.08	4.295	eyes_closed	
141.87	3.17	eyes_closed	
155.665	3.525	eyes_closed	
171.79	3.865	eyes_closed	
176.125	3.485	eyes_closed	
187.95	2.69	eyes_closed	
201.06	3.42	eyes_closed	
206.88	2.705	eyes_closed	
215.51	2.73	eyes_closed	
226.135	3.5	eyes_closed	
236.2	2.73	eyes_closed	
245.77	4.075	eyes_closed	
