onset	duration	label
53.985	2.7	eyes_closed	
70.08	2.895	eyes_closed	
85.195	2.94	eyes_closed	
95.6	3.29	eyes_closed	
107.075	3.055	eyes_closed	
195.055	2.74	eyes_closed	
210.08	2.895	eyes_closed	
218.485	3.28	eyes_closed	
227.795	3.445	eyes_closed	
232.715	3.695	eyes_closed	
243.395	2.925	eyes_closed	
264.61	3.235	eyes_closed	
296.435	3.185	eyes_closed	
321.41	3.565	eyes_closed	
585.85	2.935	eyes_closed	
662.51	2.95	eyes_closed	
680.835	3.42	eyes_closed	
695.85	3.25	eyes_closed	
726.45	2.885	eyes_closed	
785.73	3.28	eyes_closed	
799.755	3.22	eyes_closed	
806.1	3.51	eyes_closed	
