onset	duration	label
0.3	480.17	eyes_closed	
30.835	7.86	eyes_closed	
50.19	5.015	eyes_closed	
63.82	8.86	eyes_closed	
79.955	8.19	eyes_closed	
157.01	11.555	eyes_closed	
171.885	4.115	eyes_closed	
209.12	9.735	eyes_closed	
238.8	7.32	eyes_closed	
255.745	3.385	eyes_closed	
262.76	5.645	eyes_closed	
307.83	5.795	eyes_closed	
315.605	17.905	eyes_closed	
382.165	4.27	eyes_closed	
502.01	5.54	eyes_open	
525.56	2.895	eyes_open	
550.335	5.315	eyes_open	
557.355	3.29	eyes_open	
598.98	2.795	eyes_open	
