onset	duration	label
2.705	3.3	eyes_closed	
8.89	4.255	eyes_closed	
16.985	3.24	eyes_closed	
24.18	3.64	eyes_closed	
30.275	3.735	eyes_closed	
35.21	7.52	eyes_closed	
45.81	4.075	eyes_closed	
55.995	3.835	eyes_closed	
60.495	5.16	eyes_closed	
66.735	3.855	eyes_closed	
70.745	3.8	eyes_closed	
75.575	3.945	eyes_closed	
80.16	3.42	eyes_closed	
86.255	3.575	eyes_closed	
90.315	3.185	eyes_closed	
95.485	3.665	eyes_closed	
100.42	4.215	eyes_closed	
107.715	3.865	eyes_closed	
125.055	5.65	eyes_closed	
135.485	4.175	eyes_closed	
140.59	4.855	eyes_closed	
151.945	4.53	eyes_closed	
225.98	2.965	eyes_closed	
240.55	4.505	eyes_closed	
