onset	duration	label
68.64	3.735	eyes_closed	
131.5	3.23	eyes_closed	
137.59	3.51	eyes_closed	
151.21	2.605	eyes_closed	
155.285	3.12	eyes_closed	
161.23	3.47	eyes_closed	
170.06	3.985	eyes_closed	
174.24	4.185	eyes_closed	
186.375	3.93	eyes_closed	
191.215	3.655	eyes_closed	
195.13	2.835	eyes_closed	
200.45	3.985	eyes_closed	
210.195	3.085	eyes_closed	
217.34	4.135	eyes_closed	
227.525	3.695	eyes_closed	
232.935	3.425	eyes_closed	
236.645	3.25	eyes_closed	
243.645	4.59	eyes_closed	
255.12	3.535	eyes_closed	
260.57	3.25	eyes_closed	
274.305	3.955	eyes_closed	
291.635	5.165	eyes_closed	
302.215	4.225	eyes_closed	
317.345	5.005	eyes_closed	
322.495	4.695	eyes_closed	
