onset	duration	label
0.205	482.065	eyes_closed	
77.77	2.625	eyes_closed	
81.13	2.895	eyes_closed	
89.35	2.575	eyes_closed	
93.66	2.675	eyes_closed	
100.86	2.93	eyes_closed	
117.12	5.355	eyes_closed	
128.19	2.625	eyes_closed	
164.445	3.46	eyes_closed	
228.88	2.76	eyes_closed	
232.56	2.76	eyes_closed	
245.82	3.145	eyes_closed	
249.7	3.075	eyes_closed	
258.555	2.78	eyes_closed	
269.95	2.89	eyes_closed	
275.465	2.61	eyes_closed	
303.505	2.9	eyes_closed	
310.225	4.665	eyes_closed	
315.905	3.075	eyes_closed	
344.58	3.06	eyes_closed	
355.905	5.7	eyes_closed	
365.03	5.5	eyes_closed	
392.44	3.16	eyes_closed	
410.065	4.95	eyes_closed	
443.81	2.725	eyes_closed	
460.17	6.91	eyes_closed	
473.91	5.35	eyes_closed	
519.95	5.87	eyes_open	
548.405	4.915	eyes_open	
558.635	6.27	eyes_open	
589.505	3.375	eyes_open	
594.785	5.05	eyes_open	
