onset	duration	label
64.335	3.42	eyes_closed	
173.915	3.58	eyes_closed	
202.48	3.315	eyes_closed	
211.635	2.935	eyes_closed	
215.55	3.655	eyes_closed	
236.085	3.33	eyes_closed	
246.765	3.64	eyes_closed	
251.345	3.25	eyes_closed	
303.37	2.86	eyes_closed	
306.24	3.095	eyes_closed	
323.88	3.42	eyes_closed	
378.605	3.16	eyes_closed	
382.77	3.42	eyes_closed	
391.635	3.525	eyes_closed	
395.73	3.695	eyes_closed	
406.58	3.58	eyes_closed	
428.93	4.295	eyes_closed	
440.145	3.605	eyes_closed	
453.75	3.76	eyes_closed	
458.955	3.67	eyes_closed	
