onset	duration	label
60.12	3.315	eyes_closed	
77.5	3.575	eyes_closed	
91.875	3.81	eyes_closed	
110.18	3.42	eyes_closed	
115.515	3.16	eyes_closed	
124.19	4.345	eyes_closed	
137.605	4.72	eyes_closed	
145.865	3.93	eyes_closed	
157.665	3.665	eyes_closed	
166.055	4.11	eyes_closed	
173.51	3.485	eyes_closed	
189.5	3.055	eyes_closed	
200.53	3.98	eyes_closed	
230.18	3.8	eyes_closed	
235.37	3.51	eyes_closed	
248.965	3.64	eyes_closed	
292.285	3.59	eyes_closed	
304.1	3.355	eyes_closed	
351.675	3.485	eyes_closed	
395.74	3.615	eyes_closed	
428.755	3.2	eyes_closed	
443.065	3.035	eyes_closed	
455.83	4.095	eyes_closed	
