onset	duration	label
11.66	3.25	eyes_closed	
17.795	3.865	eyes_closed	
33.145	3.71	eyes_closed	
39.27	3.42	eyes_closed	
48.775	3.76	eyes_closed	
61.7	2.935	eyes_closed	
76.83	3.225	eyes_closed	
83.93	3.68	eyes_closed	
92.74	6.425	eyes_closed	
114.15	4.675	eyes_closed	
128.03	3.84	eyes_closed	
137.78	4.545	eyes_closed	
144.99	4.425	eyes_closed	
157.245	4.165	eyes_closed	
161.58	5.825	eyes_closed	
173.515	3.195	eyes_closed	
189.4	3.29	eyes_closed	
196.465	4.045	eyes_closed	
204.91	4.15	eyes_closed	
217.73	4.045	eyes_closed	
221.935	3.77	eyes_closed	
227.065	3.51	eyes_closed	
