onset	duration	label
15.51	2.575	eyes_closed	
18.71	2.875	eyes_closed	
22.05	3.36	eyes_closed	
33.93	3.33	eyes_closed	
37.285	2.98	eyes_closed	
43.035	4.775	eyes_closed	
49.605	4.14	eyes_closed	
54.575	3.93	eyes_closed	
60.145	3.54	eyes_closed	
64.555	5.27	eyes_closed	
70.955	3.46	eyes_closed	
77.605	3.85	eyes_closed	
81.65	3.93	eyes_closed	
96.065	3.055	eyes_closed	
101.605	3.345	eyes_closed	
105.52	3.67	eyes_closed	
109.32	3.97	eyes_closed	
113.51	4.06	eyes_closed	
120.705	3.25	eyes_closed	
124.515	4.135	eyes_closed	
129.2	4.915	eyes_closed	
135.69	4.45	eyes_closed	
141.075	4.165	eyes_closed	
146.725	3.235	eyes_closed	
