onset	duration	label
2.455	3.905	eyes_closed	
8.915	3.425	eyes_closed	
16.135	3.28	eyes_closed	
19.79	3.67	eyes_closed	
23.515	2.91	eyes_closed	
45.42	3.865	eyes_closed	
49.57	4.595	eyes_closed	
54.255	3.815	eyes_closed	
67.105	3.795	eyes_closed	
71.54	3.395	eyes_closed	
76.32	4.32	eyes_closed	
82.405	3.98	eyes_closed	
93.37	4.305	eyes_closed	
97.94	3.865	eyes_closed	
105.26	2.94	eyes_closed	
108.54	5.155	eyes_closed	
114.335	4.83	eyes_closed	
124.14	4.49	eyes_closed	
128.97	4.975	eyes_closed	
136.905	5.095	eyes_closed	
173.38	4.285	eyes_closed	
181.895	4.1	eyes_closed	
186.345	5.015	eyes_closed	
