onset	duration	label
31.265	3.385	eyes_closed	
35.38	3.485	eyes_closed	
91.58	2.95	eyes_closed	
107.235	3.185	eyes_closed	
156.005	3.28	eyes_closed	
180.495	3.54	eyes_closed	
201.75	3.865	eyes_closed	
206.895	2.885	eyes_closed	
259.62	3.88	eyes_closed	
271.215	2.56	eyes_closed	
274.79	3.24	eyes_closed	
301.53	2.83	eyes_closed	
350.405	3.315	eyes_closed	
365.535	3.5	eyes_closed	
381.62	3.59	eyes_closed	
406.805	3.365	eyes_closed	
426.57	3.625	eyes_closed	
430.355	3.12	eyes_closed	
438.005	3.26	eyes_closed	
468.21	3.83	eyes_closed	
