onset	duration	label
3.295	480.64	eyes_closed	
94.71	3.275	eyes_closed	
110.385	2.84	eyes_closed	
127.375	2.645	eyes_closed	
150.65	3.18	eyes_closed	
154.84	3.865	eyes_closed	
164.005	2.575	eyes_closed	
178.215	2.695	eyes_closed	
200.825	2.775	eyes_closed	
216.87	2.695	eyes_closed	
253.47	4.435	eyes_closed	
258.69	2.71	eyes_closed	
263.16	3.08	eyes_closed	
277.355	2.945	eyes_closed	
291.48	4.435	eyes_closed	
324.26	3.43	eyes_closed	
339.865	3.23	eyes_closed	
348.12	2.945	eyes_closed	
410.17	3.43	eyes_closed	
419.445	6.855	eyes_closed	
428.97	4.865	eyes_closed	
468.715	5.02	eyes_closed	
488.585	3.42	eyes_closed	
550.77	5.17	eyes_open	
579.02	4.13	eyes_open	
607.97	3.04	eyes_open	
615.345	2.94	eyes_open	
674.02	3.225	eyes_open	
679.92	2.855	eyes_open	
702.995	4.615	eyes_open	
