onset	duration	label
4.37	3.725	eyes_closed	
42.23	2.77	eyes_closed	
46.135	4.215	eyes_closed	
71.49	3.2	eyes_closed	
76.785	3.315	eyes_closed	
108.02	5.205	eyes_closed	
113.42	2.925	eyes_closed	
123.8	3.59	eyes_closed	
173.6	3.785	eyes_closed	
185.685	3.89	eyes_closed	
210.405	2.99	eyes_closed	
230.09	3.08	eyes_closed	
234.395	4.305	eyes_closed	
243.93	3.8	eyes_closed	
258.03	3.58	eyes_closed	
264.315	4.23	eyes_closed	
291.195	3.705	eyes_closed	
300.835	3.72	eyes_closed	
304.79	3.705	eyes_closed	
311.605	3.225	eyes_closed	
318.045	4.385	eyes_closed	
325.37	4.24	eyes_closed	
