onset	duration	label
65.68	3.735	eyes_closed	
69.555	2.925	eyes_closed	
80.185	4.1	eyes_closed	
93.33	3.2	eyes_closed	
100.015	3.695	eyes_closed	
105.68	2.585	eyes_closed	
108.785	3.75	eyes_closed	
126.83	3.38	eyes_closed	
140.965	2.6	eyes_closed	
143.85	3.095	eyes_closed	
151.15	3.21	eyes_closed	
159.715	4.335	eyes_closed	
167.77	2.78	eyes_closed	
170.825	3.55	eyes_closed	
184.385	2.94	eyes_closed	
188.24	3.29	eyes_closed	
196.19	2.91	eyes_closed	
204.18	2.765	eyes_closed	
207.875	3.445	eyes_closed	
215.325	2.64	eyes_closed	
218.475	3.095	eyes_closed	
230.72	2.805	eyes_closed	
236.71	2.86	eyes_closed	
