onset	duration	label
30.22	2.86	eyes_closed	
38.375	3.965	eyes_closed	
59.295	4.225	eyes_closed	
65.04	2.76	eyes_closed	
71.37	3.26	eyes_closed	
88.42	2.935	eyes_closed	
95.3	2.825	eyes_closed	
122.59	10.33	eyes_closed	
182.505	2.745	eyes_closed	
196.38	2.625	eyes_closed	
221.225	3.475	eyes_closed	
230.01	5.55	eyes_closed	
237.985	3.72	eyes_closed	
245.945	3.045	eyes_closed	
263.745	3.32	eyes_closed	
277.805	3.875	eyes_closed	
282.6	3.955	eyes_closed	
289.405	2.595	eyes_closed	
304.93	2.775	eyes_closed	
441.275	2.72	eyes_closed	
499.58	2.585	eyes_open	
530.87	2.56	eyes_open	
534.025	2.73	eyes_open	
558.26	2.965	eyes_open	
620.62	3.81	eyes_open	
