onset	duration	label
6.375	3.97	eyes_closed	
21.365	4.605	eyes_closed	
26.41	5.935	eyes_closed	
36.585	4.955	eyes_closed	
62.995	3.99	eyes_closed	
68.3	4.475	eyes_closed	
75.3	4.165	eyes_closed	
79.565	3.165	eyes_closed	
91.275	3.905	eyes_closed	
101.28	3.41	eyes_closed	
107.64	5.075	eyes_closed	
113.26	4.74	eyes_closed	
124.19	3.72	eyes_closed	
128.65	3.92	eyes_closed	
132.735	4.385	eyes_closed	
137.81	4.765	eyes_closed	
146.695	3.07	eyes_closed	
183.32	4.16	eyes_closed	
187.9	3.99	eyes_closed	
202.86	3.955	eyes_closed	
232.965	3.6	eyes_closed	
246.975	4.46	eyes_closed	
257.045	4.07	eyes_closed	
267.96	3.72	eyes_closed	
286.395	5.1	eyes_closed	
