onset	duration	label
20.77	2.965	eyes_closed	
34.375	2.755	eyes_closed	
62.835	2.66	eyes_closed	
86.215	2.635	eyes_closed	
101.435	2.755	eyes_closed	
110.835	2.875	eyes_closed	
127.205	2.86	eyes_closed	
136.265	2.615	eyes_closed	
150.17	2.95	eyes_closed	
170.77	3.055	eyes_closed	
187.04	2.74	eyes_closed	
304.83	3.015	eyes_closed	
319.48	2.925	eyes_closed	
355.43	2.615	eyes_closed	
367.78	2.575	eyes_closed	
379.545	3.395	eyes_closed	
383.2	2.755	eyes_closed	
400.745	3.04	eyes_closed	
413.12	3.29	eyes_closed	
418.265	3.84	eyes_closed	
