onset	duration	label
12.06	4.595	eyes_closed	
21.27	3.515	eyes_closed	
41.46	3.295	eyes_closed	
64.905	4.19	eyes_closed	
70.5	3.135	eyes_closed	
75.82	3.16	eyes_closed	
85.59	2.955	eyes_closed	
93.97	2.795	eyes_closed	
135.055	2.755	eyes_closed	
154.1	3.21	eyes_closed	
160.645	3.47	eyes_closed	
172.885	2.77	eyes_closed	
176.255	2.915	eyes_closed	
203.235	3.955	eyes_closed	
213.97	4.07	eyes_closed	
218.185	4.29	eyes_closed	
227.68	3.175	eyes_closed	
231.69	3.81	eyes_closed	
235.8	3.095	eyes_closed	
243.865	3.94	eyes_closed	
252.165	4.695	eyes_closed	
263.16	3.5	eyes_closed	
272.81	4.425	eyes_closed	
292.115	2.875	eyes_closed	
296.59	5.65	eyes_closed	
306.83	4.985	eyes_closed	
325.45	3.445	eyes_closed	
