onset	duration	label
21.675	3.215	eyes_closed	
25.12	2.995	eyes_closed	
35.635	3.995	eyes_closed	
45.185	2.875	eyes_closed	
55.2	3.85	eyes_closed	
61.105	3.88	eyes_closed	
82.675	3.23	eyes_closed	
100.89	3.76	eyes_closed	
115.93	3.615	eyes_closed	
137.46	3.25	eyes_closed	
173.94	3.435	eyes_closed	
217.09	3.305	eyes_closed	
230.545	3.445	eyes_closed	
243.93	3.38	eyes_closed	
365.425	3.215	eyes_closed	
369.99	4.02	eyes_closed	
405.965	2.64	eyes_closed	
420.405	3.67	eyes_closed	
432.54	3.085	eyes_closed	
472.52	3.28	eyes_closed	
505.785	3.93	eyes_closed	
