onset	duration	label
0.185	3.405	eyes_closed	
6.82	3.825	eyes_closed	
15.6	2.9	eyes_closed	
25.395	3.24	eyes_closed	
30.145	2.925	eyes_closed	
36.17	3.29	eyes_closed	
41.66	2.73	eyes_closed	
51.09	3.705	eyes_closed	
55.385	3.59	eyes_closed	
137.745	3.605	eyes_closed	
141.83	3.515	eyes_closed	
147.385	3.865	eyes_closed	
151.795	3.565	eyes_closed	
161.475	5.31	eyes_closed	
169.865	3.515	eyes_closed	
182.825	3.045	eyes_closed	
232.31	3.14	eyes_closed	
302.77	3.295	eyes_closed	
308.17	3.125	eyes_closed	
311.79	3.08	eyes_closed	
408.89	3.71	eyes_closed	
475.33	3.03	eyes_closed	
