onset	duration	label
1.39	3.02	eyes_closed	
17.385	2.62	eyes_closed	
20.93	2.57	eyes_closed	
48.96	2.63	eyes_closed	
57.915	4.57	eyes_closed	
66.22	2.97	eyes_closed	
73.395	2.79	eyes_closed	
104.835	2.85	eyes_closed	
111.945	2.605	eyes_closed	
114.73	2.835	eyes_closed	
130.765	2.605	eyes_closed	
144.53	2.765	eyes_closed	
150.81	2.68	eyes_closed	
155.595	3.045	eyes_closed	
160.235	2.65	eyes_closed	
163.575	3.495	eyes_closed	
172.995	3.095	eyes_closed	
176.37	3.01	eyes_closed	
182.71	3.44	eyes_closed	
192.43	2.82	eyes_closed	
