onset	duration	label
8.03	4.46	eyes_closed	
16.525	5.36	eyes_closed	
24.145	4.165	eyes_closed	
31.445	5.27	eyes_closed	
36.83	4.475	eyes_closed	
41.865	3.81	eyes_closed	
45.9	4.775	eyes_closed	
51.195	4.565	eyes_closed	
60.22	4.28	eyes_closed	
65.805	3.275	eyes_closed	
70.11	4.565	eyes_closed	
79.085	3.815	eyes_closed	
86.24	3.655	eyes_closed	
92.305	4.2	eyes_closed	
96.805	4.525	eyes_closed	
101.84	4.395	eyes_closed	
107.825	4.84	eyes_closed	
122.98	5.62	eyes_closed	
129.405	4.53	eyes_closed	
138.945	5.085	eyes_closed	
145.615	4.125	eyes_closed	
