onset	duration	label
37.275	3.09	eyes_closed	
41.67	2.99	eyes_closed	
50.055	3.12	eyes_closed	
66.005	3.08	eyes_closed	
77.43	3.315	eyes_closed	
99.69	3.315	eyes_closed	
154.385	3.215	eyes_closed	
169.83	2.68	eyes_closed	
186.645	2.95	eyes_closed	
207.585	3.135	eyes_closed	
212.585	3.005	eyes_closed	
225.08	3.25	eyes_closed	
231.02	3.13	eyes_closed	
244.18	3.55	eyes_closed	
297.235	3.63	eyes_closed	
305.72	3.485	eyes_closed	
353.175	4.4	eyes_closed	
392.845	2.615	eyes_closed	
396.295	3.93	eyes_closed	
438.29	4.035	eyes_closed	
443.485	3.76	eyes_closed	
457.26	4.085	eyes_closed	
