onset	duration	label
12.655	4.435	eyes_closed	
19.51	4.435	eyes_closed	
26.95	5.83	eyes_closed	
46.7	4.475	eyes_closed	
51.305	3.605	eyes_closed	
60.87	5.46	eyes_closed	
72.695	5.4	eyes_closed	
78.38	4.435	eyes_closed	
86.85	4.005	eyes_closed	
92.245	3.88	eyes_closed	
96.66	5.085	eyes_closed	
104.475	4.8	eyes_closed	
120.31	3.67	eyes_closed	
133.475	4.645	eyes_closed	
150.545	3.2	eyes_closed	
154.575	4.15	eyes_closed	
167.545	3.775	eyes_closed	
171.525	3.32	eyes_closed	
182.77	3.795	eyes_closed	
200.475	3.59	eyes_closed	
206.98	5.555	eyes_closed	
214.695	4.24	eyes_closed	
240.36	4.11	eyes_closed	
246.685	3.29	eyes_closed	
251.04	5.01	eyes_closed	
271.43	3.275	eyes_closed	
305.63	3.435	eyes_closed	
312.315	4.115	eyes_closed	
329.49	3.68	eyes_closed	
346.22	3.705	eyes_closed	
365.515	4.095	eyes_closed	
